 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
100,0,4.43,0.07,1.04
20,6,5.91,0.59,0.43
47,3,8.17,0.33,0.24
0,0,1.46,0.41,0.49
0,0,3.28,3.79,1.92
25,0,3.89,0.1,0.48
100,0,0.97,0.11,0.11
50,27,32.88,0.44,0.38
0,0,0.25,0.06,0.11
0,0,0.42,0.22,0.22
100,0,1.05,0.02,0.02
14,0,0.54,0.17,0.17
0,0,10.92,0.15,0.18
0,0,0.67,0.13,0.13
100,0,1.05,0.02,0.02
14,0,0.13,0.04,0.04
32,1,2.62,0.26,0.22
38,20,47.57,1.4,1.82
0,0,0,0.01,0.01
75,1,41.79,5,5
83,0,1.76,0.22,0.22
0,0,0.21,0.05,0.05
46,11,19.89,0.69,1.01
0,0,0.1,0.13,0.13
60,0,18.81,1.4,1.4
0,0,6.8,0.65,0.43
47,6,18.43,1.18,1.63
0,0,0.61,0.02,0.06
0,0,4.46,1.5,1.55
100,0,2.01,0.35,0.24
72,11,38.11,4.19,4.19
27,0,0.72,0.03,0.03
31,12,14.61,0.78,1.21
75,25,53.77,2.1,2.1
100,0,44.51,2.56,2.56
64,36,44.35,0.52,1.96
0,0,1.49,0.23,0.23
47,32,30.73,0.74,0.74
81,64,68.61,1.73,2.25
29,4,11.15,0.37,0.37
68,37,51.19,1.66,1.3
0,0,13.41,0.14,0.14
72,0,10.13,0.4,0.44
0,14,18.66,0.06,0.62
0,0,0.03,0.02,0.02
40,0,7.01,1.22,0.9
38,23,23.97,0.74,1.36
57,6,13.17,1.74,1.19
42,4,8.97,0.66,0.73
22,0,2.8,0.52,0.35
83,0,2.79,1.16,1.16
100,0,2.82,0.23,0.18
0,0,0.46,0.09,0.05
0,0,0.27,0.1,0.1
0,0,0.29,0.09,0.09
0,0,7.44,0.08,0.08
57,0,26.73,6.5,15.19
50,0,30.92,4.12,4.17
0,0,0.1,0.01,0.01
0,0,2.45,0.32,0.32
83,0,1.44,0.32,0.32
50,38,47.46,0.86,4.88
40,0,0.49,0.11,0.1
67,0,1.73,0.26,0.34
0,0,2.53,0.06,0.04
0,0,1.85,0.52,0.27
0,0,0.54,0.22,0.13
100,14,15.1,0.05,0.04
50,0,2.82,0.13,0.16
0,8,14.79,0.13,0.47
100,0,0.41,0.08,0.08
88,3,7.82,0.67,0.49
60,8,17.46,1.73,1.76
100,20,18.39,0.32,0.1
22,0,0.88,0.05,0.05
0,0,0.18,0.09,0.06
50,6,7.42,0.04,0.04
0,0,7.47,1.21,3.94
0,0,2.12,1.78,0.65
50,0,3.47,0.05,4.78
50,0,1.45,0.2,0.25
0,0,0.28,0.03,0.09
0,0,0.1,0.05,0.05
44,19,21.7,0.7,0.75
66,0,2.43,0.25,0.26
40,0,0.78,0.39,0.39
23,0,2.97,0.19,0.24
0,0,0.33,0.07,0.07
33,0,19.47,1,1
0,0,0.07,0.02,0.02
38,8,17.01,0.41,0.43
100,0,9.6,1.13,1.13
67,0,15.15,1.45,1.25
50,0,0.14,0.03,0.03
100,0,0.83,0.09,0.07
65,1,8.62,0.65,0.81
67,0,0.87,0.31,0.26
50,0,9.72,0.21,0.21
25,0,0.53,0.04,0.04
100,0,0.72,0.04,0.04
0,0,2.62,0.71,0.71
50,0,0.81,0.03,0.03
50,25,42.86,1.98,1.98
100,0,2.04,0.01,0.01
50,0,6.95,0.05,0.2
42,1,3.62,0.06,0.2
10,0,4.02,0.5,0.79
0,0,4.42,0.67,0.67
38,5,14.22,1.35,1.68
39,6,16,1.39,1.48
50,0,43.43,0.39,0.39
0,0,0.92,0.27,0.26
57,0,18.15,0.4,0.4
45,8,42.48,2.37,17.04
0,0,2.35,0.02,0.55
15,7,11.15,0.52,0.64
0,0,0.12,0.04,0.04
25,0,17.16,0.13,0.5
21,0,6.82,0.23,0.23
20,0,1.96,0.13,0.09
100,0,0.42,0.04,0.2
50,0,0.68,0.07,0.07
100,0,0.07,0.02,0.03
50,0,1.29,0.04,0.04
0,0,0.09,0.02,0.02
0,0,0.32,0.08,0.08
50,0,5.76,0.09,0.16
0,0,1.26,0.06,0.11
44,4,11.49,0.74,0.6
33,55,61.08,0.25,7.78
35,12,22.48,1.22,3.48
40,0,1.89,0.63,0.54
0,0,0.06,0.02,0.02
100,0,0.48,0.06,0.14
43,8,16.5,0.13,0.45
100,0,0.39,0.01,0.01
42,3,6.46,0.45,0.5
100,100,89.41,0.76,0.76
33,0,7.42,0.49,0.18
0,0,2.11,0.37,0.25
63,11,20.2,1.89,0.98
50,5,7.24,0.69,0.6
50,25,31.17,0.74,0.69
67,0,2.16,0.25,0.25
75,0,1.25,0.61,0.61
0,0,0.14,0.01,0.01
82,0,0.88,0.36,0.19
0,0,0.74,0.08,0.08
31,0,10.7,0.54,0.59
57,63,60.89,2.46,8.37
100,0,0.32,0.03,0.02
57,0,2.4,0.1,0.13
0,0,0.13,0.02,0.02
0,0,0.11,0.01,0.01
31,0,5.64,0.44,0.94
0,0,0.24,0.12,0.12
50,0,0.15,0.08,0.07
37,0,8.06,0.21,0.26
23,1,3.21,0.04,0.04
68,0,1.41,0.07,0.04
0,0,0.33,0.16,0.16
63,0,0.33,0.1,0.09
80,20,32.17,0.31,0.31
6,0,5.78,0.34,0.62
0,0,1.59,0.14,0.14
68,14,19.97,1.65,1.17
20,4,11.63,0.33,0.47
5,0,1.84,0.37,0.49
0,0,0.1,0.02,0.02
0,0,0.76,0.18,0.18
60,4,10.75,0.63,0.4
50,0,0.81,0.06,0.06
100,0,0.68,0.34,0.34
56,56,65.54,0.05,1.34
5,9,30.22,0.18,26.77
0,0,0.56,0.08,0.08
0,0,0.03,0.01,0.01
25,0,2.69,0.64,0.76
25,0,2.84,0.2,0.43
0,0,0.17,0.18,0.18
0,0,0.09,0.08,0.08
0,0,0.47,0.03,0.03
38,0,13.37,0.89,0.94
33,5,50.61,1.45,1.47
71,44,57.9,1.32,1.27
0,0,0.15,0.02,0.04
0,0,0.02,0.05,0.05
53,3,12.77,0.49,0.92
44,0,0.13,0.02,0.02
63,0,10.74,0.66,1.08
60,2,7.6,0.3,0.53
27,6,12.32,0.48,1.15
50,5,12.62,0.17,0.76
25,0,0.8,0.13,0.13
50,0,5.54,0.29,0.43
47,19,28.04,0.34,1.03
25,0,1.26,0.06,0.08
61,22,36.45,1.02,2.62
0,0,0.43,0.04,0.04
0,0,2.05,0.07,0.11
0,0,0.63,0.1,0.1
0,0,0.27,0.02,0.04
100,0,0.09,0.02,0.02
0,0,1.72,0.31,0.31
100,0,0.86,0.08,0.08
0,0,0.17,0.04,0.04
20,0,0.59,0.14,0.14
33,0,4.67,0.08,0.3
50,50,47.24,1.62,1.62
33,0,9.44,2.82,8.81
0,0,7.83,0.03,1.13
50,0,2.2,1.27,2.06
70,7,24.21,1.41,0.66
50,4,15.86,0.15,1.66
0,0,11.24,1.6,1.6
50,4,7.03,0.29,0.25
11,0,0.85,0.17,0.26
0,0,0.89,0.14,0.14
52,26,39.9,1.29,1.55
50,20,29.67,1.84,1.21
0,17,28.71,0.04,0.58
0,0,1.13,0.56,0.56
57,43,43.75,1.22,1.22
43,21,26.44,0.53,0.53
83,0,1.21,0.3,0.36
0,0,0.05,0.04,0.04
100,0,0.15,0.04,0.04
20,0,9.75,0.55,0.55
31,0,3.12,0.22,0.22
20,0,6.92,0.25,0.25
9,7,14.52,0.2,0.86
36,3,13.41,0.48,0.9
0,0,0.79,0.04,0.36
0,0,2.44,0.16,0.29
79,0,6.03,0.04,0.04
19,0,1.85,0.05,0.07
0,0,2.03,0.31,0.35
60,5,8.02,0.05,0.22
0,0,1.02,0.02,0.07
0,0,0.07,0.06,0.06
0,0,0.1,0.06,0.06
100,0,1.79,0.22,0.16
0,0,0.72,0.02,0.04
100,0,0.28,0.05,0.05
50,17,16.46,1.24,0.69
29,0,7.79,2.46,2.69
0,0,0.3,0.16,0.16
100,0,16.5,2.72,2.72
0,0,0.55,0.09,0.09
43,0,1.46,0.47,0.52
13,0,1.07,0.15,0.14
6,0,2.16,0.29,0.58
17,4,22.57,3.96,3.96
67,20,28.4,1.86,1.15
75,0,15.09,0.41,0.41
0,0,0.18,0.02,0.02
27,3,13.4,1.99,2.25
78,0,11.73,1.99,2.63
0,0,0.27,0.09,0.09
50,33,45.45,1.36,1.39
33,0,21.15,2.21,2.21
100,0,41.77,26.39,26.39
0,0,0.14,0.04,0.04
40,0,1.69,0.12,0.11
100,0,35.96,3.06,3.06
0,0,0.83,0.05,0.05
25,0,1.44,0.13,0.13
0,0,0.12,0.04,0.04
25,0,5.39,0.52,0.53
54,0,2.89,0.5,0.47
0,0,8.95,0.62,0.62
50,0,0.6,0.07,0.04
0,0,0.29,0.15,0.15
100,0,30.84,1.33,0.48
0,0,0.48,0.01,0.01
100,0,0.83,0.23,0.17
0,0,0,0.01,0.01
0,0,10.89,0.04,1.2
100,0,39.22,4.57,4.67
0,0,0.53,0.1,0.1
0,0,2.25,0.39,0.39
50,5,21.75,1.84,1.38
0,0,0.74,0.5,0.5
0,0,1.51,3.99,2.08
0,0,14.89,5.97,2.48
0,0,3.59,1.36,1.36
33,7,13.92,0.71,0.71
0,0,0.22,0.06,0.06
0,0,1.85,0.1,0.38
0,0,0.17,0.09,0.09
50,0,0.15,0.02,0.03
0,0,0.75,0.11,0.11
0,0,1.93,0.28,0.28
0,0,1.24,0.14,0.14
100,0,0.25,0.01,0.01
0,0,0.04,0.02,0.02
80,0,23.29,1.28,2.58
29,18,28,1.33,1.88
0,0,7.12,0.15,0.99
0,0,0.32,0.14,0.26
94,0,3.67,0.27,0.55
100,0,1.57,0.07,0.05
50,0,1.76,0.07,0.07
0,0,0.24,0.1,0.1
33,20,29.24,1.18,0.9
0,0,0.15,0.04,0.04
25,0,0.23,0.12,0.12
0,0,0.22,0.02,0.02
100,0,7.78,0.09,0.17
84,0,18.67,0.74,2.02
80,0,16.75,2.21,5.65
0,0,0.06,0.01,0.01
0,0,4.85,0.08,0.16
0,0,0.14,0.07,0.11
0,0,1.22,0.29,0.28
30,3,6.68,0.31,0.36
50,0,1.55,0.07,0.07
0,0,0.57,0.26,0.26
17,3,7.99,0.21,0.3
67,0,1.78,0.08,0.08
0,0,0.56,0.12,0.12
55,15,25.83,2.75,1.7
8,46,48.53,0.57,1.03
0,0,0.17,0.04,0.04
100,0,0.02,0.01,0.01
0,0,0.66,0.02,0.06
100,0,3.46,0.96,1.46
67,0,0.3,0.02,0.02
100,0,2.09,0.07,0.06
0,0,0.85,1,1.12
20,0,0.48,0.07,0.25
0,0,0.17,0.02,0.02
67,67,59.81,1.45,1.45
50,0,2.81,1.32,1.41
33,17,26.8,1.03,0.93
67,0,5.92,0.18,0.18
75,0,1.26,0.09,0.06
0,16,38.37,0.06,64.86
0,0,1.7,0.43,1.77
75,0,1.22,0.04,0.04
0,0,0.02,0.02,0.02
27,0,4.11,0.13,0.29
50,20,44.29,0.69,2.18
15,9,16.68,0.1,1.38
10,3,6.25,0.41,0.53
50,0,1.25,0.18,0.18
37,2,5.94,0.2,0.34
31,0,6.67,0.34,1
96,79,81.83,3.51,3.29
0,0,0.51,0.05,0.05
50,4,19.95,0.1,0.24
60,9,26.65,23.85,24.81
33,20,21.75,2.05,3.5
64,83,82.26,0.38,9.93
50,0,1.46,0.08,0.08
28,0,0.48,0.03,0.03
0,0,0.08,0.1,0.1
71,8,14.99,0.44,0.16
0,0,0.18,0.06,0.06
0,11,16.87,0.04,0.79
0,19,32.76,0.01,0.56
45,4,6.35,0.09,0.14
13,0,8.34,0.07,1.26
0,0,2.83,0.1,0.14
100,0,0.2,0.05,0.05
100,0,0.26,0.01,0.01
7,8,18.49,0.13,2.49
0,0,31.37,14.46,14.46
0,0,13.3,0.57,1.87
0,10,18.49,0.31,2.75
0,0,0.3,0.07,0.18
0,13,12.75,0.19,0.37
0,0,0.41,0.05,0.19
56,0,11.65,0.48,0.52
0,0,0.01,0.02,0.02
0,0,1.18,1.09,1.09
55,0,11.64,0.25,0.62
67,0,1.47,0.2,0.2
48,1,10.94,0.84,1.66
33,13,25.89,0.13,0.97
0,0,0.35,0.16,0.16
0,0,2.52,0.26,0.26
50,5,15.29,0.07,1.06
100,0,4.42,0.32,0.61
14,5,5.39,0.22,0.22
33,49,54.38,0.3,0.08
50,0,6.39,0.27,0.27
0,0,8.84,1.16,0.47
0,0,0.36,0.52,0.52
26,0,3.14,0.12,0.22
0,0,0.07,0.06,0.06
23,2,5.12,0.13,0.45
29,1,4.2,0.13,0.35
25,0,1.07,0.66,0.88
0,0,3.78,0.57,0.69
0,0,14.17,0.83,0.56
100,0,3.57,0.21,0.13
38,0,4.17,0.06,0.14
0,0,0.02,0.01,0.01
42,0,1.58,0.04,0.04
0,17,14.75,0.04,0.47
36,7,18.54,1.12,1.24
43,9,23.54,1.37,0.85
54,0,14.55,0.85,0.88
60,3,12.85,0.39,0.62
60,0,23.45,1.95,1.95
75,0,6.16,0.33,0.25
15,17,33.94,1.57,6.19
73,0,5.45,1.12,0.93
0,0,0.08,0.07,0.07
0,0,0.12,0.12,0.07
0,0,0.24,0.11,0.11
46,7,11.98,0.55,1
25,0,10.86,0.74,1.25
50,0,0.46,0.49,0.49
67,0,4.76,0.32,0.32
0,0,2.3,0.13,0.13
89,0,4.77,0.92,2.06
9,0,0.54,0.15,0.15
0,0,0.05,0.05,0.05
27,0,3.23,0.21,0.46
50,0,2.79,0.19,0.38
6,0,1.72,0.17,0.15
0,0,1.63,0.65,0.65
34,0,0.44,0.07,0.07
0,0,1.53,0.05,0.25
50,0,0.05,0.02,0.02
0,0,0.34,0.1,0.1
0,0,0.07,0.01,0.01
15,0,5.5,1.15,1.1
0,0,8.38,0.19,0.56
25,0,9.43,0.27,0.27
66,10,32.46,1.81,2.96
33,0,3.65,0.07,0.12
77,15,17.96,1.9,1.9
33,0,5.74,0.55,0.55
0,0,1.08,0.12,0.12
100,100,100,0.22,0.22
33,0,2.17,0.35,0.32
0,0,1.86,0.3,0.51
0,0,8.74,11.82,11.82
33,2,6.64,0.33,0.43
0,0,1.4,0.68,0.68
33,0,19.96,4.95,4.95
100,0,0.64,1.3,0.3
0,0,0.09,0.02,0.02
58,6,16.51,0.88,1.5
79,15,49.63,2.25,2.94
73,0,29.88,2.12,3.94
60,60,60.76,0.61,0.61
0,0,1.57,0.25,0.25
0,0,0.21,0.02,0.02
100,0,0.61,0.2,0.09
68,6,30.99,1.19,1.16
67,0,0.4,0.03,0.03
0,4,9.89,0.01,0.62
64,0,1.43,0.09,0.09
100,0,3.33,0.01,0.01
100,0,3,0.02,0.02
0,0,2,0.12,0.08
100,0,0.11,0.02,0.02
0,0,0.15,0.04,0.04
100,0,23.28,0.27,0.27
100,0,3.96,0.43,0.43
0,0,0.44,0.1,0.1
67,0,4.25,0.99,0.69
50,0,0.4,0.05,0.05
33,0,0.55,0.14,0.14
100,0,9.63,0.04,0.1
0,0,1.49,0.1,0.3
0,0,0.23,0.04,0.03
0,0,0.07,0.08,0.08
0,0,21.4,0.77,2.03
0,0,1.83,0.2,0.2
71,0,13.34,1.46,1.35
100,0,1.02,0.14,0.1
29,0,0.22,0.03,0.03
43,0,0.79,0.1,0.07
0,0,0.22,0.15,0.15
0,0,17.24,0.09,0.92
0,0,2.44,0.16,0.2
13,0,4.48,0.04,3.75
0,0,0.04,0.03,0.03
61,39,58.3,4.73,4.77
0,0,50.56,2.27,2.27
0,0,26.44,9.75,9.75
0,0,0.25,0.12,0.08
69,0,16.01,1.43,1.72
83,0,1.4,0.21,0.21
83,10,30.52,0.59,1.17
81,25,37.23,3.2,3.66
0,0,0.06,0.02,0.03
50,0,6.17,0.08,0.52
64,6,10.37,0.08,0.69
44,15,25.25,0.06,0.2
0,8,17.77,0.13,0.46
50,0,11.16,1.04,0.41
55,27,36.39,1.39,1.39
0,0,0.15,0.08,0.08
100,50,49.49,1,1
46,9,16.34,0.39,0.26
0,8,14.15,0.14,0.52
100,0,23.55,2.18,2.18
37,6,14.35,0.09,0.3
0,12,17.94,0.02,0.24
26,1,6.17,0.06,0.1
24,0,0.69,0.07,0.04
0,0,10.86,0.17,0.17
0,0,0.16,0.11,0.11
0,0,0.14,0.03,0.03
79,9,13.31,0.11,0.17
0,0,0.49,0.01,0.21
0,0,0.07,0.01,0.01
0,0,0.26,0.02,0.02
0,0,1.07,0.85,0.21
9,15,21.96,0.36,2.51
27,0,4.23,1.97,2.47
0,0,0.16,0.02,0.05
0,0,0.26,0.13,0.13
0,0,0.7,0.01,0.05
50,0,8.08,0.93,1.74
67,0,5.22,0.75,0.75
67,0,2.35,0.52,0.52
25,0,0.47,0.04,0.05
67,0,0.22,0.02,0.02
100,0,4.67,0.17,0.17
0,0,0.35,0.09,0.09
100,24,34.22,1.18,2.25
100,0,0.33,0.02,0.02
42,6,13,0.39,0.91
36,9,19.14,0.45,1.83
67,0,17.41,1.68,1.68
33,0,25.34,0.84,0.84
29,27,33.4,1.76,1.97
27,1,12.45,0.38,0.84
100,0,0.72,0.08,0.07
79,0,6.61,0.31,0.63
20,0,0.51,0.04,0.18
7,2,15.6,0.18,3.63
0,0,0.18,0.19,0.19
0,0,0.01,0.01,0.01
60,0,8.89,0.38,0.48
40,0,2.52,0.18,0.16
80,20,43.68,0.86,0.86
0,0,3.09,0.3,0.3
40,0,12.25,0.62,0.62
40,0,0.72,0.07,0.07
58,5,5.48,0.04,0.05
3,0,2.12,0.38,0.52
38,6,15.19,0.32,0.54
100,0,0.48,0.04,0.04
47,18,21.1,0.99,0.76
0,0,0.03,0.02,0.02
14,0,9.73,0.78,0.78
100,0,0.35,0.08,0.04
22,0,0.2,0.02,0.02
0,0,13.85,0.18,1.4
0,0,0.23,0.02,0.02
67,0,10.74,0.45,0.45
100,0,0.46,0.01,0.01
0,0,0.45,0.01,0.05
100,0,2.07,0.01,0.02
34,0,2.77,0.06,0.05
33,0,1.99,0.23,0.23
17,0,0.54,0.06,0.06
45,4,9.45,0.09,0.14
0,0,1.34,0.12,0.12
100,50,54.53,2.76,2.78
22,0,0.84,0.07,0.13
0,0,0.32,0.04,0.04
0,0,0.33,0.02,0.17
0,0,0.33,0.17,0.17
0,0,0.13,0.33,0.33
100,0,1.63,0.06,0.06
40,0,0.29,0.07,0.07
73,11,21.69,0.74,1.13
0,0,0.11,0.02,0.02
14,0,1.08,0.08,0.11
25,0,0.44,0.02,0.02
0,0,0.52,0.02,0.17
33,33,28.89,1.36,1.36
0,0,0.16,0.03,0.03
100,0,17.39,1.49,1.49
0,0,0.19,0.01,0.01
17,0,7.59,0.32,0.47
0,0,3.28,0.12,0.09
33,22,24.45,0.49,0.37
57,13,28.99,1.79,1.39
55,11,22,0.64,0.82
100,0,1.84,0.45,0.45
61,0,4.31,0.56,0.44
0,0,1.53,0.09,0.28
44,0,13.22,4.97,3.02
100,0,4.63,1.2,1.2
63,8,26.17,0.8,2.71
75,3,6.88,0.26,0.37
52,9,13.89,0.22,0.36
0,0,0.46,0.11,0.19
14,0,1.26,0.1,0.14
20,0,0.28,0.07,0.11
100,0,0.46,0.13,0.08
91,17,64.61,5.66,5.73
33,0,14.78,0.28,0.28
0,0,0.16,0.22,0.22
0,0,0.17,0.09,0.09
0,0,3.24,0.3,0.3
14,4,11.58,0.2,1.84
50,0,4.26,1.69,1.69
0,0,0.25,0.07,0.1
100,0,0.29,0.61,0.27
33,0,4.91,0.24,0.35
0,0,0.06,0.02,0.02
39,4,10.65,0.42,0.9
50,0,0.92,0.13,0.13
0,0,1.65,0.38,0.38
42,0,11.13,0.69,0.49
24,0,7.58,0.49,0.5
0,0,0.02,0.02,0.02
57,0,0.55,0.03,0.03
52,10,22.3,1.47,2.1
0,0,0.08,0.02,0.02
0,0,0.02,0.01,0.01
100,0,5.8,0.94,0.94
50,0,5.5,0.1,0.57
30,11,22.52,0.78,2.13
0,0,0.77,0.19,0.19
100,0,18.49,0.98,0.98
34,0,0.88,0.34,0.32
56,0,2.43,1.13,1.13
0,0,0.56,0.02,0.13
0,0,0.17,0.02,0.02
0,0,0.88,0.02,0.02
80,0,2.98,0.02,0.02
40,14,22.19,0.17,0.94
0,0,0.57,0.2,0.24
65,71,70.71,2.63,3.56
14,0,3.07,0.48,0.85
58,4,24.53,6.66,5.93
100,0,0.02,0.02,0.02
36,6,11.47,0.67,0.9
25,0,5.26,0.43,1.15
29,5,13.33,1.05,1.33
50,0,1.97,0.13,0.07
0,0,5.56,0.68,0.68
0,25,49.68,0.04,2.36
100,0,1.52,0.7,0.7
50,0,33.45,0.04,1.65
42,0,0.64,0.16,0.11
40,13,12.94,4.52,3.04
0,0,1.19,0.21,0.21
0,0,0.27,0.07,0.07
100,0,0.32,0.02,0.02
0,0,0.83,0.22,0.22
40,0,0.54,0.15,0.15
50,0,7.53,0.86,0.86
0,0,0.29,0.17,0.17
0,33,47.69,0.02,4.23
46,0,1.78,0.11,0.13
50,0,1.45,0.13,0.11
100,0,0.18,0.06,0.06
100,0,0.08,0.01,0.01
100,0,30.84,8.4,8.42
50,0,0.43,0.02,0.02
100,33,35.5,4.89,4.89
0,0,0.63,0.04,0.54
100,0,30.77,2.84,2.84
67,0,6.58,0.04,0.39
40,33,32.33,0.54,0.91
100,0,2.26,0.19,0.19
100,0,7.71,0.27,0.22
40,0,4.51,0.93,0.93
37,6,13.99,0.45,0.84
22,0,0.69,0.04,0.04
22,0,0.27,0.05,0.05
75,0,1.74,0.29,0.22
38,0,0.53,0.03,0.03
100,0,3.35,0.22,0.22
13,5,16.01,1.58,1.27
6,0,9.3,0.51,1.99
0,0,1.11,0.19,0.19
0,0,0.39,0.1,0.1
100,0,1.75,0.56,0.56
17,0,0.33,0.13,0.13
33,0,1.07,0.28,0.28
0,0,0.32,0.07,0.07
0,0,0.91,0.1,0.1
100,0,3.43,0.12,0.12
0,0,5.51,1.1,1.1
0,0,0.46,0.12,0.12
0,0,0.06,0.09,0.09
50,0,2.39,0.17,0.23
0,0,2.52,0.1,0.1
50,8,16.81,0.26,0.52
26,2,5.46,0.16,0.2
31,0,1.38,0.11,0.11
0,0,0.32,0.11,0.11
65,40,43.34,0.56,1.33
0,0,0.34,0.03,0.04
0,0,1.76,0.03,0.04
33,0,0.13,0.03,0.03
0,0,0.02,0.02,0.04
67,0,4.59,0.22,0.37
0,0,0.2,0.47,0.42
0,0,0.36,0.05,0.05
0,0,0.38,0.24,0.24
0,0,0.11,0.06,0.06
0,18,33.11,0.44,0.61
67,0,1.47,0.1,0.09
11,1,5.2,0.12,0.36
0,0,0.03,0.03,0.03
0,0,1.41,0.69,0.69
0,0,0.1,0.07,0.07
0,0,0.08,0.03,0.03
52,0,4.11,0.2,0.31
67,9,16.84,0.65,0.43
100,0,1.72,0.08,0.08
25,0,1.97,0.45,0.65
23,0,4.18,0.63,0.52
0,0,0.23,0.04,0.04
50,0,6.85,0.05,0.05
28,22,27.8,0.27,1.5
53,5,13.24,0.26,0.64
39,10,18.19,0.74,1.06
0,0,3.58,0.51,0.41
38,0,8.32,0.5,0.5
33,3,20.45,0.21,0.36
100,5,7.3,0.05,0.34
43,19,30.75,1.22,2.07
100,0,14.3,0.83,0.83
100,0,10.04,4.98,5.32
20,0,2.2,0.14,0.15
0,0,4.98,0.74,0.41
0,0,1.98,1.14,1.14
0,0,2.08,0.56,0.56
0,0,2.1,0.04,0.11
45,0,3.12,0.19,0.18
33,0,0.49,0.03,0.03
40,40,37.51,3.14,3.14
25,0,0.38,0.08,0.08
0,0,0.29,0.09,0.09
50,0,2.91,1.06,0.23
0,0,0.04,0.02,0.02
49,4,15.1,0.5,0.75
59,7,14.53,0.34,0.51
0,0,0.02,0.1,0.1
0,0,3.49,0.02,0.08
67,0,0.67,0.03,0.06
0,4,14.02,0.7,0.65
45,2,10.02,0.33,0.34
0,0,0.7,0.05,0.09
0,0,0.9,0.13,0.15
0,0,0.15,0.06,0.06
0,0,0.04,0.02,0.02
0,36,39.06,0.03,1.48
100,0,8.14,0.44,0.4
0,0,0.11,0.06,0.06
0,0,0.97,0.53,0.58
0,0,0.11,0.04,0.04
58,6,27.72,0.67,3.94
0,0,7.01,0.05,1.66
37,4,9.43,0.17,0.23
0,0,0.21,0.01,0.03
44,0,2.39,0.16,0.22
0,0,0.4,0.07,0.07
67,0,19.84,13.52,13.52
33,14,14.94,1.17,1.56
38,0,13.37,0.31,0.25
0,25,35.09,0.19,1.84
0,0,0.21,0.02,0.03
9,7,21.09,0.21,7.65
0,0,0.02,0.02,0.02
50,0,1.23,0.22,0.22
24,0,2.09,0.2,0.29
13,0,3.07,0.56,0.56
90,80,77.15,1.93,2.52
100,0,5.39,0.3,0.3
50,20,32.91,0.78,1.47
20,41,54.33,0.14,1.84
0,0,0.31,0.04,0.04
0,0,5.14,1.56,1.56
0,0,0.18,0.04,0.04
40,16,28.74,1.09,0.98
0,0,2.5,0.18,0.18
0,0,2.77,0.23,0.23
23,2,7.07,0.75,0.92
33,3,9.58,0.19,0.29
26,7,18.08,0.83,0.89
44,0,0.88,0.12,0.19
0,0,0.01,0.02,0.02
25,3,12.16,0.62,1.68
0,0,0.35,0.07,0.07
0,0,0.87,0.39,0.18
73,24,59.44,7.62,9.9
0,0,0.1,0.12,0.12
100,0,2.42,1.08,1.08
100,0,3.7,0.31,0.31
38,0,7.76,0.58,0.57
20,7,20.48,0.04,1.8
0,0,0.37,0.1,0.14
40,0,1.12,0.05,0.09
67,0,3.99,0.66,0.66
0,0,3.84,0.49,0.57
0,0,0.72,0.02,0.02
22,0,5.93,0.15,0.15
0,0,2.15,0.17,0.16
0,0,0.34,0.17,0.17
67,0,3.73,0.06,0.06
0,0,0.15,0.09,0.06
0,0,8.12,0.15,0.13
0,0,0.42,0.06,0.27
0,3,6.77,0.02,1.08
0,0,0.03,0.06,0.06
0,0,0.54,0.04,0.04
100,0,1.28,0.16,0.16
52,5,20.28,0.73,0.76
27,13,29.09,1.72,2.54
100,0,5.14,0.43,0.43
0,0,1.11,0.31,0.22
100,17,26.93,2.54,1.71
48,10,23.94,0.44,0.69
0,0,0.05,0.13,0.13
0,0,4.85,0.71,0.71
67,0,1.24,0.09,0.09
25,0,1.46,0.34,0.28
43,0,1.58,0.93,0.66
23,13,15.09,1.1,0.91
60,18,24.62,3.27,1.52
50,0,1.06,0.3,0.24
67,0,1.64,0.5,0.3
75,0,14.53,0.88,0.88
31,0,5.31,0.21,0.53
0,0,1.29,0.41,0.48
51,5,14.74,0.25,0.57
32,5,15.08,0.22,0.7
12,0,3.11,0.42,0.42
60,8,11.1,0.38,0.44
100,0,1.81,0.06,0.21
80,0,3.07,0.1,0.11
33,0,4.19,0.51,0.45
38,14,19.11,0.4,0.47
50,0,3.42,0.19,0.19
0,0,0.07,0.1,0.1
0,0,3.1,0.12,0.12
0,0,1.4,0.14,0.11
0,0,6.44,0.06,0.42
52,0,1.95,0.19,0.18
8,19,24.55,0.47,1.42
51,8,27.83,2.55,3.46
100,0,6.19,1.18,1.18
100,0,24.63,0.33,0.33
50,0,26.74,7.53,7.53
0,0,0.06,0.06,0.05
60,26,41.68,1.47,1.1
17,22,41.93,0.35,0.89
75,13,13.34,0.11,0.11
0,0,0.3,0.03,0.17
6,0,9.75,0.89,1.23
100,0,2.01,0.04,0.15
11,0,1.08,0.09,0.09
0,15,18.09,0.16,1.18
0,13,16.03,0.19,0.19
100,0,42.93,5.91,5.91
84,16,32.41,0.53,0.88
89,41,51.49,0.52,0.95
33,0,1.82,0.1,0.1
0,0,0.08,0.02,0.02
50,69,68.8,1.43,2.15
0,0,0.19,0.03,0.03
100,0,8.33,0.05,0.05
96,15,23.58,0.18,0.19
96,85,88.23,1.27,1.27
33,0,2.75,0.9,0.6
51,15,29.81,0.93,1.72
26,2,7.35,1.15,1.18
53,10,18.09,0.66,1.23
